2010,Acura,RL,4dr Sedan AWD w/Technology Package - in HI (3.7L 6cyl 5A)
2010,Acura,RL,4dr Sedan AWD w/Technology Package (3.7L 6cyl 5A)
2010,Acura,RL,4dr Sedan AWD w/Technology Package &  CMBS (3.7L 6cyl 5A)
2010,Acura,RL,4dr Sedan AWD (3.7L 6cyl 5A)
2010,Acura,TL,SH-AWD 4dr Sedan AWD w/Technology Package &  HPT (3.7L 6cyl 5A)
2010,Acura,TL,4dr Sedan w/Technology Package &  18 Inch Wheels (3.5L 6cyl 5A)
2010,Acura,TL,SH-AWD 4dr Sedan AWD w/Technology Package (3.7L 6cyl 6M)
2010,Acura,TL,SH-AWD 4dr Sedan AWD (3.7L 6cyl 5A)
2010,Acura,TL,4dr Sedan w/Technology Package (3.5L 6cyl 5A)
2010,Acura,TL,4dr Sedan (3.5L 6cyl 5A)
2010,Acura,TL,SH-AWD 4dr Sedan AWD w/Technology Package (3.7L 6cyl 5A)
2010,Acura,TL,SH-AWD 4dr Sedan AWD w/Technology Package &  HPT (3.7L 6cyl 6M)
2010,Acura,TSX,4dr Sedan w/Technology Package (2.4L 4cyl 6M)
2010,Acura,TSX,4dr Sedan w/Technology Package (2.4L 4cyl 5A)
2010,Acura,TSX,4dr Sedan (2.4L 4cyl 6M)
2010,Acura,TSX,4dr Sedan (2.4L 4cyl 5A)
2010,Acura,TSX,4dr Sedan (3.5L 6cyl 5A)
2010,Acura,TSX,4dr Sedan w/Technology Package (3.5L 6cyl 5A)
2010,Acura,ZDX,4dr Hatchback AWD w/Technology Package (3.7L 6cyl 6A)
2010,Acura,ZDX,4dr Hatchback AWD w/Advance Package (3.7L 6cyl 6A)
2010,Acura,ZDX,4dr Hatchback AWD (3.7L 6cyl 6A)
2010,Acura,RDX,4dr SUV w/Technology Package (2.3L 4cyl Turbo 5A)
2010,Acura,RDX,4dr SUV (2.3L 4cyl Turbo 5A)
2010,Acura,RDX,SH-AWD 4dr SUV AWD w/Technology Package (2.3L 4cyl Turbo 5A)
2010,Acura,RDX,SH-AWD 4dr SUV AWD (2.3L 4cyl Turbo 5A)
2010,Acura,MDX,4dr SUV AWD w/Technology Package (3.7L 6cyl 6A)
2010,Acura,MDX,4dr SUV AWD w/Advance &  Entertainment Package (3.7L 6cyl 6A)
2010,Acura,MDX,4dr SUV AWD (3.7L 6cyl 6A)
2010,Acura,MDX,4dr SUV AWD w/Advance Package (3.7L 6cyl 6A)
2010,Acura,MDX,4dr SUV AWD w/Technology &  Entertainment Package (3.7L 6cyl 6A)
2010,Aston Martin,V8 Vantage,2dr Coupe (4.7L 8cyl 6AM)
2010,Aston Martin,V8 Vantage,Roadster 2dr Convertible (4.7L 8cyl 6M)
2010,Aston Martin,V8 Vantage,Roadster 2dr Convertible (4.7L 8cyl 6AM)
2010,Aston Martin,V8 Vantage,2dr Coupe (4.7L 8cyl 6M)
2010,Aston Martin,DB9,2dr Coupe (5.9L 12cyl 6M)
2010,Aston Martin,DB9,2dr Coupe (5.9L 12cyl 6A)
2010,Aston Martin,DB9,Volante 2dr Convertible (5.9L 12cyl 6M)
2010,Aston Martin,DB9,Volante 2dr Convertible (5.9L 12cyl 6A)
2010,Aston Martin,Rapide,4dr Sedan (5.9L 12cyl 6A)
2010,Aston Martin,DBS,Volante 2dr Convertible (5.9L 12cyl 6A)
2010,Aston Martin,DBS,2dr Coupe (5.9L 12cyl 6M)
2010,Aston Martin,DBS,2dr Coupe (5.9L 12cyl 6A)
2010,Aston Martin,DBS,Volante 2dr Convertible (5.9L 12cyl 6M)
2010,Audi,A8,4.2 quattro 4dr Sedan AWD (4.2L 8cyl 6A)
2010,Audi,A8,L 4.2 quattro 4dr Sedan AWD (4.2L 8cyl 6A)
2010,Audi,A5,2.0T Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M)
2010,Audi,A5,2.0T Premium quattro 2dr Convertible AWD (2.0L 4cyl Turbo 6A)
2010,Audi,A5,2.0T Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6A)
2010,Audi,A5,2.0T Premium 2dr Convertible (2.0L 4cyl Turbo CVT)
2010,Audi,A5,3.2 Premium Plus quattro 2dr Coupe AWD (3.2L 6cyl 6A)
2010,Audi,TTS,Premium quattro 2dr Convertible AWD (2.0L 4cyl Turbo 6AM)
2010,Audi,TTS,Premium quattro 2dr Hatchback AWD (2.0L 4cyl Turbo 6AM)
2010,Audi,A6,3.0T Avant Premium quattro 4dr Wagon AWD (3.0L 6cyl S/C 6A)
2010,Audi,A6,3.2 Premium 4dr Sedan (3.2L 6cyl CVT)
2010,Audi,A6,4.2 Prestige quattro 4dr Sedan AWD (4.2L 8cyl 6A)
2010,Audi,A6,3.0T Premium quattro 4dr Sedan AWD (3.0L 6cyl S/C 6A)
2010,Audi,A3,2.0 TDI Premium 4dr Wagon (2.0L 4cyl Turbodiesel 6AM)
2010,Audi,A3,2.0T Premium 4dr Wagon (2.0L 4cyl Turbo 6M)
2010,Audi,A3,2.0T Premium quattro 4dr Wagon AWD (2.0L 4cyl Turbo 6AM)
2010,Audi,A3,2.0T PZEV Premium 4dr Wagon (2.0L 4cyl Turbo 6AM)
2010,Audi,A3,2.0T PZEV Premium 4dr Wagon (2.0L 4cyl Turbo 6M)
2010,Audi,A3,2.0T Premium 4dr Wagon (2.0L 4cyl Turbo 6AM)
2010,Audi,A4,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6A)
2010,Audi,A4,2.0T Avant Premium quattro 4dr Wagon AWD (2.0L 4cyl Turbo 6A)
2010,Audi,A4,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M)
2010,Audi,A4,2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT)
2010,Audi,R8,4.2 quattro 2dr Coupe AWD (4.2L 8cyl 6M)
2010,Audi,R8,5.2 quattro 2dr Coupe AWD (5.2L 10cyl 6M)
2010,Audi,R8,5.2 quattro 2dr Coupe AWD (5.2L 10cyl 6AM)
2010,Audi,R8,4.2 quattro 2dr Coupe AWD (4.2L 8cyl 6AM)
2010,Audi,Q5,3.2 Premium quattro 4dr SUV AWD (3.2L 6cyl 6A)
2010,Audi,TT,2.0T Premium quattro 2dr Hatchback AWD (2.0L 4cyl Turbo 6AM)
2010,Audi,TT,2.0T Premium quattro 2dr Convertible AWD (2.0L 4cyl Turbo 6AM)
2010,Audi,S6,Prestige quattro 4dr Sedan AWD (5.2L 10cyl 6A)
2010,Audi,Q7,3.6 Premium quattro 4dr SUV AWD (3.6L 6cyl 6A)
2010,Audi,Q7,TDI Premium quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 6A)
2010,Audi,Q7,4.2 Prestige quattro 4dr SUV AWD (4.2L 8cyl 6A)
2010,Audi,S5,3.0T Premium Plus quattro 2dr Convertible AWD (3.0L 6cyl S/C 7AM)
2010,Audi,S5,Premium Plus quattro 2dr Coupe AWD (4.2L 8cyl 6A)
2010,Audi,S5,Premium Plus quattro 2dr Coupe AWD (4.2L 8cyl 6M)
2010,Audi,S4,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 7AM)
2010,Audi,S4,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 6M)
2010,BMW,X6 M,4dr SUV AWD (4.4L 8cyl Turbo 6A)
2010,BMW,1 Series,128i 2dr Coupe (3.0L 6cyl 6M)
2010,BMW,1 Series,135i 2dr Coupe (3.0L 6cyl Turbo 6M)
2010,BMW,1 Series,135i 2dr Convertible (3.0L 6cyl Turbo 6M)
2010,BMW,1 Series,128i 2dr Convertible (3.0L 6cyl 6M)
2010,BMW,6 Series,650i 2dr Coupe (4.8L 8cyl 6A)
2010,BMW,6 Series,650i 2dr Convertible (4.8L 8cyl 6A)
2010,BMW,3 Series,328i xDrive 2dr Coupe AWD (3.0L 6cyl 6M)
2010,BMW,3 Series,335i 2dr Coupe (3.0L 6cyl Turbo 6M)
2010,BMW,3 Series,335i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 6M)
